ip;network-operator;router vendor;model version;firmware version;successful protocols;Geo;AS-Number;BGP-Prefix;Org
83.222.162.112;;Hikvision;;;http80,http8080;LBN;47849.0;83.222.162.0/24;NETCOMLAN-AS
83.222.162.119;;;;;http80,http8080,https443;LBN;47849.0;83.222.162.0/24;NETCOMLAN-AS
83.222.162.155;;;;;https443;LBN;47849.0;83.222.162.0/24;NETCOMLAN-AS
83.222.162.179;;;;;http80,https443;LBN;47849.0;83.222.162.0/24;NETCOMLAN-AS
83.222.162.206;;;;;http80,http8080,https443;LBN;47849.0;83.222.162.0/24;NETCOMLAN-AS
83.222.162.235;;;;;http80,http8080,https443;LBN;47849.0;83.222.162.0/24;NETCOMLAN-AS
83.222.162.249;;;;;http80;LBN;47849.0;83.222.162.0/24;NETCOMLAN-AS
83.222.162.25;;;;;http80;LBN;47849.0;83.222.162.0/24;NETCOMLAN-AS
83.222.162.91;;TP-Link;;;http80,http8080,https443;LBN;47849.0;83.222.162.0/24;NETCOMLAN-AS
83.234.42.111;;;;;http80,ssh;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.120;;;;;http80,http8080,https443;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.123;;Mikrotik;RB760iGS;RouterOS;snmp;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.126;;;;;http80,http8080;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.13;;;;;http80,ssh;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.131;;TP-Link;;;http80,http8080,https443;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.140;;;;;ssh;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.152;;;Linux localhost 4.9.138 #7 SMP Tue Jan 5 18:21:33 CST 2021 armv7l;;snmp;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.2;;;;;http80,https443,ssh;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.3;;;dvr;;http80,https443,ssh;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.34;;;;;http80,https443;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.35;;;;;http80;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.4;;Whirlpool;;v1.0;http80,http8080,https443,ssh;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.5;;;;;http80,https443,ssh;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.51;;Mikrotik;;RouterOS,v6.42.7;http80,ssh;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.57;;;;;http80,http8080,https443;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.58;;Mikrotik;;RouterOS,v7.3.1;http80;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.59;;;;;http80,https443;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.62;;;;;http80,http8080,https443;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.66;;;;;http80,http8080;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.71;;TP-Link;;;http80,http8080,https443;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.73;;Mikrotik;;RouterOS,v6.43.2;http80,http8080;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.75;;;;;http80,https443;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.82;;Mikrotik;RB750;RouterOS,v6.46.6;http80,snmp;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.42.96;;Mikrotik;RB SXT 2nD r3;RouterOS,v6.47.7;http80,snmp;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.43.77;;;;;http80,http8080,https443;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.234.43.86;;;;ledE;http80,http8080,ssh;RUS;20485.0;83.234.0.0/16;TRANSTELECOM Moscow
83.238.198.102;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;POL;12741.0;83.238.0.0/16;AS-NETIA Warszawa 02-822
84.1.242.196;;HP;HPLaserJet;;snmp;BGR;5483.0;84.0.0.0/14;MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt.
84.1.242.199;;HP;HPLaserJet;;snmp;BGR;5483.0;84.0.0.0/14;MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt.
84.1.242.200;;HP;HPLaserJet;;snmp;BGR;5483.0;84.0.0.0/14;MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt.
84.1.242.203;;HP;HPLaserJet;;snmp;BGR;5483.0;84.0.0.0/14;MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt.
84.1.242.204;;HP;HP LaserJet MFP M426dw;;snmp;BGR;5483.0;84.0.0.0/14;MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt.
84.1.242.207;;HP;HP LaserJet MFP M426dw;;snmp;BGR;5483.0;84.0.0.0/14;MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt.
84.1.43.128;;;;;http80,http8080,https443,ssh;HUN;5483.0;84.0.0.0/14;MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt.
84.1.43.131;;;;;https443,ssh;HUN;5483.0;84.0.0.0/14;MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt.
84.19.89.147;;Mikrotik;;RouterOS,v6.49.10;http8080;CZE;33943.0;84.19.64.0/19;CBEZDRAT-AS
84.19.89.151;;;;;http8080;CZE;33943.0;84.19.64.0/19;CBEZDRAT-AS
84.19.89.171;;;;;http8080,ssh;CZE;33943.0;84.19.64.0/19;CBEZDRAT-AS
84.19.89.18;;Fortinet;;;http80,http8080,https443;CZE;33943.0;84.19.64.0/19;CBEZDRAT-AS
84.19.89.73;;;;;http8080;CZE;33943.0;84.19.64.0/19;CBEZDRAT-AS
84.2.228.112;;;;;http80;HUN;5483.0;84.0.0.0/14;MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt.
84.2.228.115;;;;;http80;HUN;5483.0;84.0.0.0/14;MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt.
84.236.241.193;;Mikrotik;CCR1016-12G;RouterOS;snmp;ESP;29119.0;84.236.240.0/22;SERVIHOSTING-AS AireNetworks
84.240.252.250;;Cisco;Cisco IOS Software 3800 Software (C3845-ADVIPSERVICESK9-M) Version 12.3(11)T5 RELEASE SOFTWARE (fc1)  Technical Support: http://www.cisco.com/techsupport  Copyright (c) 1986-2005 by Cisco Systems Inc.  Compiled Sat 02-Apr-05 15:14 by yiyan;;snmp;KAZ;9198.0;84.240.192.0/18;KAZTELECOM-AS
84.253.134.89;;;;;ssh;ITA;3302.0;84.253.128.0/18;AS-IRIDEOS
84.253.147.241;;;;;ssh;ITA;3302.0;84.253.128.0/18;AS-IRIDEOS
84.253.147.57;;;;;ssh;ITA;3302.0;84.253.128.0/18;AS-IRIDEOS
84.253.161.49;;;;;ssh;ITA;3302.0;84.253.128.0/18;AS-IRIDEOS
84.253.169.73;;;;;ssh;ITA;3302.0;84.253.128.0/18;AS-IRIDEOS
84.253.185.249;;;;;ssh;ITA;3302.0;84.253.128.0/18;AS-IRIDEOS
84.253.188.98;;;;;ssh;ITA;3302.0;84.253.128.0/18;AS-IRIDEOS
84.38.241.246;;TP-Link;300Mbps Wireless N USB VDSL/ADSL Modem Router,No.,TD-W9970;;http80,http8080,https443;TUR;207620.0;84.38.241.0/24;KENTWIFI-FLIXNET
84.38.241.28;;Hikvision;;;http80;TUR;207620.0;84.38.241.0/24;KENTWIFI-FLIXNET
84.42.124.38;;;;;https443,ssh;RUS;12389.0;84.42.124.0/24;ROSTELECOM-AS
84.42.68.78;;;;;https443,ssh;RUS;12389.0;84.42.0.0/17;ROSTELECOM-AS
84.44.17.76;;;;;http80,http8080,https443;TUR;15924.0;84.44.0.0/19;BORUSANTELEKOM-AS
84.44.17.89;;Hikvision;;;http80;TUR;15924.0;84.44.0.0/19;BORUSANTELEKOM-AS
84.46.78.233;;;;;https443,ssh;DEU;15943.0;84.46.0.0/17;WTNET-AS wilhelm.tel GmbH
84.50.217.62;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;EST;3249.0;84.50.0.0/16;ESTPAK
84.54.139.143;;;;;http80;BGR;29084.0;84.54.139.0/24;COMNET-AS ComNet Bulgaria
84.55.216.59;;;;;http80,https443;CHE;12620.0;84.55.192.0/18;TICINOCOM
85.114.39.46;;Mikrotik;RB2011UiAS-2HnD;RouterOS;snmp;HRV;34594.0;85.114.32.0/19;OT-AS
85.132.179.78;;;;;http8080;CZE;9080.0;85.132.176.0/22;GIN Czech Republic
85.14.114.10;;Mikrotik;RBmAP2nD;RouterOS;snmp;POL;31242.0;85.14.64.0/18;TKPSA-AS
85.140.127.182;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp;RUS;39811.0;85.140.127.0/24;MTSNET-FAR-EAST-AS An Autonomous System for the Far East divisions
85.15.220.171;;;;;http80,https443;LVA;29600.0;85.15.192.0/18;LATVENERGO-AS Ventspils street 58
85.15.220.46;;Mikrotik;;RouterOS,v6.42.3;http80,ssh;LVA;29600.0;85.15.192.0/18;LATVENERGO-AS Ventspils street 58
85.15.220.5;;;;;http80;LVA;29600.0;85.15.192.0/18;LATVENERGO-AS Ventspils street 58
85.15.220.70;;;;;https443;LVA;29600.0;85.15.192.0/18;LATVENERGO-AS Ventspils street 58
85.15.235.139;;;;;http80,http8080;LVA;29600.0;85.15.192.0/18;LATVENERGO-AS Ventspils street 58
85.15.254.124;;;;;http80,https443;LVA;29600.0;85.15.192.0/18;LATVENERGO-AS Ventspils street 58
85.15.254.129;;Mikrotik;;RouterOS,v6.33.3;http80,ssh;LVA;29600.0;85.15.192.0/18;LATVENERGO-AS Ventspils street 58
85.15.254.198;;;;;http8080,https443;LVA;29600.0;85.15.192.0/18;LATVENERGO-AS Ventspils street 58
85.15.254.2;;;;;http80;LVA;29600.0;85.15.192.0/18;LATVENERGO-AS Ventspils street 58
85.15.255.103;;Mikrotik;;RouterOS;http80;LVA;29600.0;85.15.192.0/18;LATVENERGO-AS Ventspils street 58
85.15.255.120;;;DVB-C/T to DVB-C;;http80,https443,snmp;LVA;29600.0;85.15.192.0/18;LATVENERGO-AS Ventspils street 58
85.15.255.71;;;;;http80,http8080;LVA;29600.0;85.15.192.0/18;LATVENERGO-AS Ventspils street 58
85.163.9.209;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp;CZE;28725.0;85.163.0.0/16;CETIN-AS
85.185.190.108;;;;;http80,http8080,https443,ssh;IRN;58224.0;85.185.188.0/22;TCI
85.185.65.47;;;;;http80;IRN;58224.0;85.185.64.0/22;TCI
85.195.250.243;;Mikrotik;RB760iGS;RouterOS;snmp;CHE;13030.0;85.195.240.0/20;INIT7
85.208.171.210;;;;;http80,https443;AUT;212131.0;85.208.168.0/22;ASPSMEDIA
85.208.171.211;;;;;http80,https443;AUT;212131.0;85.208.168.0/22;ASPSMEDIA
85.208.171.212;;;;;http80,https443;AUT;212131.0;85.208.168.0/22;ASPSMEDIA
85.208.171.216;;;;;http80;AUT;212131.0;85.208.168.0/22;ASPSMEDIA
85.219.167.213;;Zyxel;;;http80;POL;12912.0;85.219.128.0/17;TM
85.219.230.209;;;P-660H-T1 v3s;;snmp;POL;12912.0;85.219.128.0/17;TM
85.235.43.183;;;;;http80,http8080,https443;RUS;8359.0;85.235.32.0/19;MTS
85.32.244.234;;;;;http80,https443,ssh;ITA;3269.0;85.32.0.0/16;ASN-IBSNAZ
85.34.76.98;;;ST 605 R 5.x Telecom Italia;;snmp;ITA;3269.0;85.34.0.0/16;ASN-IBSNAZ
85.36.109.90;;;;;http80;ITA;3269.0;85.36.0.0/16;ASN-IBSNAZ
85.36.196.46;;;TG605;;snmp;ITA;3269.0;85.36.0.0/16;ASN-IBSNAZ
85.36.240.25;;;;;http80,https443;ITA;3269.0;85.36.0.0/16;ASN-IBSNAZ
85.36.240.31;;;;;http80,https443;ITA;3269.0;85.36.0.0/16;ASN-IBSNAZ
85.37.129.126;;;TG605;;snmp;ITA;3269.0;85.37.0.0/16;ASN-IBSNAZ
85.38.95.225;;;;;http80,https443;ITA;3269.0;85.38.0.0/16;ASN-IBSNAZ
85.38.95.231;;;;;http80,https443;ITA;3269.0;85.38.0.0/16;ASN-IBSNAZ
85.39.73.252;;;TG605;;snmp;ITA;3269.0;85.39.0.0/16;ASN-IBSNAZ
85.42.102.41;;;AC1600 Wireless Gigabit VDSL/ADSL Modem Router,Archer VR600;;http80,http8080,https443;ITA;3269.0;85.42.0.0/16;ASN-IBSNAZ
85.43.3.6;;;TG605;;snmp;ITA;3269.0;85.43.0.0/16;ASN-IBSNAZ
85.44.107.22;;;;;http80,http8080;ITA;3269.0;85.44.0.0/16;ASN-IBSNAZ
85.45.211.222;;;;;http80,https443,ssh;ITA;3269.0;85.45.0.0/16;ASN-IBSNAZ
85.45.253.222;;;;;http80,http8080,https443;ITA;3269.0;85.45.0.0/16;ASN-IBSNAZ
85.47.105.66;;;;;http80,ssh;ITA;3269.0;85.47.0.0/16;ASN-IBSNAZ
85.47.128.153;;;;;http80,https443;ITA;3269.0;85.47.0.0/16;ASN-IBSNAZ
85.47.128.159;;;;;http80,https443;ITA;3269.0;85.47.0.0/16;ASN-IBSNAZ
85.47.210.242;;;;;http80,https443;ITA;3269.0;85.47.0.0/16;ASN-IBSNAZ
85.62.34.221;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;ESP;12479.0;85.62.32.0/21;UNI2-AS
86.105.238.29;;;;;http80,ssh;ITA;198102.0;86.105.236.0/22;XSTREAM
86.111.150.226;;;;;http8080,https443;IRQ;212330.0;86.111.150.0/24;IRAQIXP
86.111.150.227;;;;;http80,https443,ssh;IRQ;212330.0;86.111.150.0/24;IRAQIXP
87.120.87.33;;Mikrotik;RB3011UiAS;RouterOS;snmp;IRQ;201749.0;87.120.87.0/24;IQ-SUPERCELL
87.121.76.185;;;;;http80,ssh;BGR;60784.0;87.121.76.0/23;IRADEUM-AS
87.121.76.187;;Hikvision;;;http80;BGR;60784.0;87.121.76.0/23;IRADEUM-AS
87.121.76.188;;;;;http8080,https443;BGR;60784.0;87.121.76.0/23;IRADEUM-AS
87.121.76.204;;;;;ssh;BGR;60784.0;87.121.76.0/23;IRADEUM-AS
87.121.76.214;;TP-Link;;ddwrt.,v3.0;http8080;BGR;60784.0;87.121.76.0/23;IRADEUM-AS
87.121.77.198;;;;;http80,https443;BGR;60784.0;87.121.76.0/23;IRADEUM-AS
87.121.77.200;;Ubiquiti;;;http80,http8080,https443;BGR;60784.0;87.121.76.0/23;IRADEUM-AS
87.121.77.21;;;;;http8080;BGR;60784.0;87.121.76.0/23;IRADEUM-AS
87.121.77.34;;Hikvision,TP-Link;No.,TL-WR840N,TP-Link Wireless N Router WR840N;;http80,http8080;BGR;60784.0;87.121.76.0/23;IRADEUM-AS
87.121.77.44;;;;;http80,http8080,https443;BGR;60784.0;87.121.76.0/23;IRADEUM-AS
87.121.78.126;;;;;http80,http8080,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.140;;Mikrotik;;RouterOS;http80;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.144;;;;;http80;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.163;;;;;http80,http8080,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.172;;Ubiquiti;;;http8080,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.22;;;;;http80,http8080,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.67;;;;;http80,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.68;;;;;http80,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.69;;;;;http80,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.71;;;;;http80,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.72;;;;;http80,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.73;;;;;http80,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.74;;;;;http80,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.75;;;;;http80,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.77;;;;;http80,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.81;;;;;http80,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.83;;;;;http80,https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.87;;;;;https443;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.121.78.88;;;;;http80;BGR;60784.0;87.121.78.0/24;IRADEUM-AS
87.193.141.219;;;;;https443,ssh;DEU;20676.0;87.193.0.0/16;PLUSNET *****************
87.198.251.145;;;P-660HW-D1;;snmp;IRL;34245.0;87.198.0.0/16;MAGNET-AS
87.229.187.117;;;;;http80,http8080;RUS;3216.0;87.229.186.0/23;SOVAM-AS
87.229.194.237;;;;;http80,http8080,https443;RUS;3216.0;87.229.192.0/21;SOVAM-AS
87.229.199.149;;;;;http80,http8080;RUS;3216.0;87.229.192.0/21;SOVAM-AS
87.229.206.33;;;;;http80,http8080,ssh;RUS;3216.0;87.229.204.0/22;SOVAM-AS
87.229.217.161;;;;;http80,http8080,ssh;RUS;3216.0;87.229.208.0/20;SOVAM-AS
87.229.230.113;;;;;http80,http8080;RUS;3216.0;87.229.224.0/19;SOVAM-AS
87.229.235.41;;;;;http80,http8080;RUS;3216.0;87.229.224.0/19;SOVAM-AS
87.242.237.168;;;;;http80,https443;GBR;12708.0;87.242.192.0/18;ONETEL-AS TalkTalk Communications Limited
87.242.237.169;;;;;http80,https443;GBR;12708.0;87.242.192.0/18;ONETEL-AS TalkTalk Communications Limited
87.242.237.171;;;;;http80,https443;GBR;12708.0;87.242.192.0/18;ONETEL-AS TalkTalk Communications Limited
87.244.205.114;;;;;http80,http8080,https443;SVK;31117.0;87.244.192.0/18;ENERGOTEL-AS
87.244.205.17;;Ubiquiti;;;http80,https443;SVK;31117.0;87.244.192.0/18;ENERGOTEL-AS
87.244.205.22;;TP-Link;;;http80,http8080,https443;SVK;31117.0;87.244.192.0/18;ENERGOTEL-AS
87.244.205.24;;Ubiquiti;;;http80,http8080,https443;SVK;31117.0;87.244.192.0/18;ENERGOTEL-AS
87.244.205.27;;Ubiquiti;;;http80,http8080,https443;SVK;31117.0;87.244.192.0/18;ENERGOTEL-AS
87.244.205.3;;Ubiquiti;;;http80,http8080,https443;SVK;31117.0;87.244.192.0/18;ENERGOTEL-AS
87.244.205.33;;Ubiquiti;;;http80,http8080,https443;SVK;31117.0;87.244.192.0/18;ENERGOTEL-AS
87.244.205.34;;Ubiquiti;;;http80,http8080,https443;SVK;31117.0;87.244.192.0/18;ENERGOTEL-AS
87.244.205.4;;;;;http80,http8080,https443;SVK;31117.0;87.244.192.0/18;ENERGOTEL-AS
87.244.205.5;;Ubiquiti;;;http80,https443;SVK;31117.0;87.244.192.0/18;ENERGOTEL-AS
87.244.205.6;;Ubiquiti;;;http80,https443;SVK;31117.0;87.244.192.0/18;ENERGOTEL-AS
87.244.205.8;;Ubiquiti;;;http80,https443;SVK;31117.0;87.244.192.0/18;ENERGOTEL-AS
87.244.214.174;;Mikrotik;CCR1016-12G;RouterOS;snmp;SVK;31117.0;87.244.192.0/18;ENERGOTEL-AS
87.253.107.198;;;;;ssh;ITA;13113.0;87.253.96.0/19;ISILINE-AS Via Marconi
87.253.122.182;;;;;ssh;ITA;13113.0;87.253.96.0/19;ISILINE-AS Via Marconi
87.26.130.104;;Mikrotik;RB2011iL;RouterOS;snmp;ITA;3269.0;87.26.0.0/16;ASN-IBSNAZ
87.3.42.198;;;;;http80,http8080,https443,ssh;ITA;3269.0;87.3.0.0/16;ASN-IBSNAZ
87.75.249.137;;;;;http80,ssh;GBR;25310.0;87.74.0.0/15;ASN-CWACCESS
87.98.252.141;;;;;https443,ssh;FRA;16276.0;87.98.128.0/17;OVH
88.135.49.99;;;;;http80,https443,ssh;RUS;47118.0;88.135.48.0/21;MANNET-AS
88.198.54.18;;;;;http80,http8080,https443;DEU;24940.0;88.198.0.0/16;HETZNER-AS
88.199.128.188;;Mikrotik;;RouterOS,v6.45.5;http8080;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.128.20;;Mikrotik;RB2011UAS-2HnD;RouterOS,v2.1.8;https443,snmp;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.128.207;;;;;http80,http8080,https443;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.128.228;;;;v21.1;http80,http8080,https443,ssh;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.101;;Mikrotik;RB4011iGS+;RouterOS;http80,https443,snmp;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.102;;;;;http80,https443;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.106;;;;;http80,https443;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.108;;Fortinet;;;http80,https443;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.117;;Fortinet;;;http80,http8080,https443;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.132;;;;;http80,http8080,https443;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.140;;;;;http80,https443,ssh;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.162;;Mikrotik;RB2011L;RouterOS;snmp;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.189;;Ubiquiti;;;http8080,ssh;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.2;;Mikrotik;RB2011UAS-2HnD;RouterOS;snmp;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.30;;;;;ssh;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.66;;Zyxel;;;http80,ssh;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.74;;Mikrotik;RB750Gr3;RouterOS;snmp;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.80;;;;;http80,https443;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.88;;;;;http80;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.94;;;;;http80,http8080,https443;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.96;;;;;http80;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.129.98;;;;;http80;POL;200176.0;88.199.128.0/23;HARDSOFT-AS
88.199.130.107;;Ubiquiti;;;http8080,ssh;POL;200176.0;88.199.130.0/24;HARDSOFT-AS
88.199.130.118;;;;;http80;POL;200176.0;88.199.130.0/24;HARDSOFT-AS
88.199.53.13;;;;;http80,http8080,https443;POL;200176.0;88.199.53.0/24;HARDSOFT-AS
88.199.53.29;;;DEFAULT;;snmp;POL;200176.0;88.199.53.0/24;HARDSOFT-AS
88.199.53.42;;;;;http80;POL;200176.0;88.199.53.0/24;HARDSOFT-AS
88.216.112.1;;;;;ssh;LTU;33922.0;88.216.112.0/24;NTT-LT-AS
88.32.0.11;;;TG605;;snmp;ITA;3269.0;88.32.0.0/16;ASN-IBSNAZ
88.32.34.206;;;;;http80,http8080,https443;ITA;3269.0;88.32.0.0/16;ASN-IBSNAZ
88.35.40.188;;Mikrotik;RB433AH;RouterOS;snmp;ITA;3269.0;88.35.0.0/16;ASN-IBSNAZ
88.36.188.195;;;103.77.202.110 [private] V1600D;;snmp;ITA;3269.0;88.36.0.0/15;ASN-IBSNAZ
88.37.110.6;;;TG605;;snmp;ITA;3269.0;88.36.0.0/15;ASN-IBSNAZ
88.39.250.194;;;;;http80,http8080,https443;ITA;3269.0;88.38.0.0/15;ASN-IBSNAZ
88.39.53.194;;;;;http80,http8080,https443;ITA;3269.0;88.38.0.0/15;ASN-IBSNAZ
88.39.53.218;;;;;http80,http8080;ITA;3269.0;88.38.0.0/15;ASN-IBSNAZ
88.40.179.10;;;;;http80;ITA;3269.0;88.40.0.0/15;ASN-IBSNAZ
88.42.156.118;;;TG605;;snmp;ITA;3269.0;88.42.0.0/15;ASN-IBSNAZ
88.45.137.33;;;;;http80;ITA;3269.0;88.44.0.0/15;ASN-IBSNAZ
88.45.139.222;;;;;http80,https443,ssh;ITA;3269.0;88.44.0.0/15;ASN-IBSNAZ
88.47.177.254;;;TG605;;snmp;ITA;3269.0;88.46.0.0/15;ASN-IBSNAZ
88.49.241.25;;;;;http80,ssh;ITA;3269.0;88.48.0.0/15;ASN-IBSNAZ
88.59.26.218;;;;;http80;ITA;3269.0;88.58.0.0/15;ASN-IBSNAZ
88.60.127.72;;;TG605;;snmp;ITA;3269.0;88.60.0.0/16;ASN-IBSNAZ
88.61.180.234;;;;;http80,https443,ssh;ITA;3269.0;88.61.0.0/16;ASN-IBSNAZ
88.62.226.186;;;;;http80,http8080;ITA;3269.0;88.62.128.0/17;ASN-IBSNAZ
88.87.172.19;;;;;http80,https443,ssh;IRL;47680.0;88.87.160.0/19;NHCS
88.87.172.29;;;;;http80,https443,ssh;IRL;47680.0;88.87.160.0/19;NHCS
88.87.172.30;;;;;http80,https443,ssh;IRL;47680.0;88.87.160.0/19;NHCS
88.87.177.100;;;;;http80,https443,ssh;IRL;47680.0;88.87.160.0/19;NHCS
88.87.177.101;;;;;http80,https443,ssh;IRL;47680.0;88.87.160.0/19;NHCS
88.87.177.103;;;;;http80,https443,ssh;IRL;47680.0;88.87.160.0/19;NHCS
88.87.177.104;;;;;http80,https443,ssh;IRL;47680.0;88.87.160.0/19;NHCS
88.87.177.105;;;;;http80,https443,ssh;IRL;47680.0;88.87.160.0/19;NHCS
88.87.177.106;;;;;http80,https443,ssh;IRL;47680.0;88.87.160.0/19;NHCS
88.87.177.107;;;;;http80,https443,ssh;IRL;47680.0;88.87.160.0/19;NHCS
88.87.177.98;;;;;http80,https443,ssh;IRL;47680.0;88.87.160.0/19;NHCS
88.87.177.99;;;;;http80,https443,ssh;IRL;47680.0;88.87.160.0/19;NHCS
88.99.245.88;;;;;http80,https443;DEU;24940.0;88.99.0.0/16;HETZNER-AS
89.108.171.101;;;;;http80,https443,ssh;LBN;31126.0;89.108.171.0/24;SODETEL-AS
89.108.171.73;;;;;http80,https443;LBN;31126.0;89.108.171.0/24;SODETEL-AS
89.108.190.193;;;;;http80;LBN;31126.0;89.108.190.0/24;SODETEL-AS
89.145.208.106;;;DSL-320B;;snmp;GBR;5413.0;89.145.192.0/18;AS5413
89.145.248.168;;;;;http80,ssh;GBR;5413.0;89.145.192.0/18;AS5413
89.171.112.237;;;;;http80,http8080,https443,ssh;POL;12741.0;89.171.0.0/16;AS-NETIA Warszawa 02-822
89.174.172.33;;;P-660H-T1 v3s;;snmp;POL;12912.0;89.174.0.0/16;TM
89.174.175.177;;;;;http80;POL;12912.0;89.174.0.0/16;TM
89.185.25.141;;;;;ssh;HKG;202662.0;89.185.25.0/24;Hytron Network
89.185.25.142;;;;;ssh;HKG;202662.0;89.185.25.0/24;Hytron Network
89.185.25.143;;;;;ssh;HKG;202662.0;89.185.25.0/24;Hytron Network
